"placekey","parent_placekey","safegraph_brand_ids","location_name","brands","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","open_hours","category_tags","opened_on","closed_on","tracking_closed_since","geometry_type","polygon_wkt","polygon_class","building_height","enclosed","phone_number","is_synthetic","includes_parking_lot","iso_country_code","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","poi_cbg","visitor_home_cbgs","visitor_home_aggregation","visitor_daytime_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type"
222-226@8gb-pcg-28v,222-223@8gb-pcg-28v,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,34.349971,-84.053263,378 Marketplace Pkwy,Dawsonville,GA,30534,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07,POLYGON,"POLYGON ((-84.05268957394064 34.350614009918374, -84.05280616281773 34.35035218438267, -84.05278777396545 34.350346802036896, -84.05288140197796 34.35012876428608, -84.05289581635058 34.35013298332808, -84.0530312583737 34.349817569535425, -84.05301557390453 34.349812821807355, -84.05309809563981 34.349626998301375, -84.05315906628157 34.34964545430669, -84.05325008228745 34.34944050286022, -84.05338535297562 34.34948144980921, -84.05341503327352 34.34941461511553, -84.05349455718067 34.34943868731289, -84.05346410529619 34.3495072594604, -84.05399928282183 34.349669259475796, -84.05382204782194 34.350084044870016, -84.05394583447749 34.35012009824088, -84.0538151189772 34.35042601199374, -84.05368883294155 34.3503892308022, -84.05348919240122 34.350856448017936, -84.05268957394064 34.350614009918374))",SHARED_POLYGON,,true,,false,false,US,,,,,,,,,,,,,,,,,,
223-223@8g7-38d-6c5,223-222@8g7-38d-6c5,SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',Dunkin',Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.354332,-84.122394,4841 Bill Gardner Pkwy,Locust Grove,GA,30248,"{ ""Mon"": [[""5:00"", ""20:00""]], ""Tue"": [[""5:00"", ""20:00""]], ""Wed"": [[""5:00"", ""20:00""]], ""Thu"": [[""5:00"", ""20:00""]], ""Fri"": [[""5:00"", ""20:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""6:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Donut Shop,Coffee Shop",,,2019-07,POLYGON,"POLYGON ((-84.12226483225822 33.35431572279739, -84.12246465682983 33.35428547721621, -84.1224767267704 33.35435493001663, -84.12243247032166 33.35439749783458, -84.12229031324387 33.35441654132536, -84.12226483225822 33.35431572279739))",OWNED_POLYGON,,true,+17708982899,false,,US,,,,,,,,,,,,,,,,,,
zzw-222@8gd-pwz-ckf,zzw-224@8gd-pwz-975,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,32.004737,-81.119181,7805 Abercorn St Ste 29A,Savannah,GA,31406,"{ ""Mon"": [[""5:30"", ""22:00""]], ""Tue"": [[""5:30"", ""22:00""]], ""Wed"": [[""5:30"", ""22:00""]], ""Thu"": [[""5:30"", ""23:00""]], ""Fri"": [[""6:00"", ""23:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""5:30"", ""22:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07,POLYGON,"POLYGON ((-81.11910402774811 32.004681291925024, -81.11920595169067 32.0046562721344, -81.1192250624299 32.00471142939106, -81.11924953758717 32.00476317482845, -81.11927568912506 32.00483823409235, -81.11917242407799 32.004866665615644, -81.11910402774811 32.004681291925024))",OWNED_POLYGON,,false,+19129254652,false,,US,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,1141,755,"[39,43,45,42,41,39,33,32,37,41,40,42,37,34,30,32,43,41,36,33,42,35,36,35,38,47,25,37,48,38]",130510040023,"{""130510043001"":34,""130510107001"":28,""130510110062"":15,""130510042121"":13,""130510108071"":11,""130510110054"":11,""130510108073"":9,""130510111082"":9,""130510042103"":9,""130510040022"":8,""130299203031"":8,""130510110061"":8,""130299203062"":8,""130510020002"":7,""130299203061"":7,""130510110031"":7,""130510108081"":7,""130510042083"":7,""130510110051"":6,""130510115002"":6,""130510042111"":6,""130510042113"":5,""120990001023"":5,""130510115001"":5,""131030303012"":5,""130299203051"":5,""130510110043"":5,""130510108092"":5,""120110105032"":5,""130510042085"":5,""130510108084"":5,""131350507142"":4,""130299203063"":4,""130510042102"":4,""131790101011"":4,""201770030021"":4,""130510110041"":4,""130510039001"":4,""130510111073"":4,""170190012041"":4,""130510028003"":4,""130510041001"":4,""450130021021"":4,""132551612001"":4,""130510038002"":4,""130510040024"":4,""132299604003"":4,""130510042082"":4,""130510106013"":4,""131790104001"":4,""130510109011"":4,""131030304022"":4,""130510112001"":4,""450130021031"":4,""130510011001"":4,""132679503003"":4,""130311105003"":4,""130510108091"":4,""130510045004"":4,""130510102003"":4,""130510108021"":4,""131790104002"":4,""130510110035"":4,""132499601002"":4,""130510039002"":4,""130510020001"":4,""450539502012"":4,""130311107002"":4,""130510108012"":4,""120190313001"":4,""130510114002"":4,""130510102001"":4,""130510036012"":4,""131030303031"":4,""060372653031"":4,""130299203032"":4,""131030304021"":4,""131030302042"":4,""132099502001"":4,""130510042084"":4,""130730302021"":4,""130510042122"":4,""131790105021"":4,""371350109022"":4,""130510110034"":4,""130510041002"":4,""130510113002"":4,""130510039004"":4,""130510107002"":4,""130510108064"":4,""130510042104"":4,""130259602003"":4,""130510042112"":4,""130510110053"":4,""482012323012"":4,""130510110032"":4,""420034600012"":4,""120860001203"":4,""130510108031"":4,""130510042071"":4,""130510109013"":4,""360595218021"":4,""131030302041"":4,""130510042123"":4,""051190036072"":4,""130510042072"":4,""131210095023"":4,""130510108033"":4,""132190301002"":4,""130510108062"":4,""131839701003"":4,""130510111062"":4,""130311104031"":4,""130299201023"":4,""130510035022"":4,""130510106031"":4,""130299203011"":4,""551039702004"":4,""130259603002"":4,""171978811053"":4,""130439502002"":4,""130510021001"":4,""130510101022"":4,""130510023001"":4,""130510028001"":4,""121150001013"":4,""130510111061"":4,""131030302021"":4,""130299201021"":4,""130159604022"":4,""131790105011"":4,""130510034001"":4,""130510110052"":4,""130510108034"":4}","{""13051004300"":34,""13051010700"":32,""13051011006"":22,""13051004212"":22,""13051011005"":20,""13029920306"":19,""13051010807"":18,""13051011003"":18,""13051004210"":17,""13051004208"":17,""13051010808"":15,""13029920303"":14,""13051004002"":12,""13051010809"":11,""13051004211"":11,""13051011500"":10,""13103030301"":10,""13051010803"":10,""13051001100"":9,""13051010806"":9,""13179010101"":9,""13051003900"":7,""13051011108"":7,""13267950100"":7,""13103030402"":6,""13051011004"":6,""13051004209"":6,""13051010901"":6,""48201232301"":6,""13051004207"":6,""13051004500"":6,""13051010101"":5,""13031110700"":5,""13051011106"":5,""45019002003"":5,""13183970100"":5,""13051011107"":5,""13051004400"":4,""13179010400"":4,""45051051603"":4,""13051004100"":4,""36103123001"":4,""13043950300"":4,""13067031313"":4,""13051011104"":4,""13043950200"":4,""13051002300"":4,""13103030203"":4,""20103070100"":4,""13051011400"":4,""13215011500"":4,""13163960300"":4,""13051010502"":4,""13001950500"":4,""13109970200"":4,""13029920101"":4,""05119003607"":4,""42043022604"":4,""13051003601"":4,""26049013301"":4,""13103030401"":4,""13051002000"":4,""13015960402"":4,""13051011200"":4,""48113008200"":4,""12101032011"":4,""13219030100"":4,""55103970200"":4,""13089021814"":4,""45013002102"":4,""17019001204"":4,""13221960201"":4,""13031110900"":4,""13051010802"":4,""13023790300"":4,""13051011109"":4,""13179010502"":4,""13051010601"":4,""29189215400"":4,""13217100502"":4,""13051002100"":4,""13051003000"":4,""13051010501"":4,""17031824004"":4,""13025960300"":4,""13103030304"":4,""13051003800"":4,""13051000601"":4,""37135010902"":4,""13051003502"":4,""12019031300"":4,""13305970200"":4,""13025960200"":4,""13135050532"":4,""13031110500"":4,""13031110403"":4,""13051004001"":4,""47167040200"":4,""13051010200"":4,""13209950200"":4,""12095017103"":4,""13225040102"":4,""42003460001"":4,""13051010102"":4,""12127083008"":4,""13179010202"":4,""45015020201"":4,""48121021525"":4,""13103030303"":4,""12086011401"":4,""12035060204"":4,""45013002103"":4}","{""130510043001"":33,""130510107001"":23,""130510040023"":21,""130510042121"":17,""130510040022"":13,""130510040024"":9,""130510110062"":9,""130510105013"":9,""130510110031"":8,""131030304012"":8,""131030304021"":8,""130299203061"":7,""130299203062"":7,""130510108092"":7,""130510113001"":7,""130510040014"":7,""130510111042"":6,""130299203063"":6,""131030303012"":6,""130510110032"":6,""130510107002"":6,""130299203031"":6,""131790105011"":5,""130510115001"":5,""130510108091"":5,""130510108084"":5,""130510041002"":5,""130510042071"":5,""130159604022"":5,""130510040011"":5,""130510110053"":5,""130510034005"":5,""130510108081"":5,""471790605023"":5,""130019504002"":4,""130510108071"":4,""131839701002"":4,""130510042082"":4,""130510102001"":4,""130510110035"":4,""131790104002"":4,""130510112001"":4,""130510009001"":4,""120190313001"":4,""130510003001"":4,""130299203011"":4,""130510110041"":4,""130730301062"":4,""130510105022"":4,""130510033021"":4,""010810420022"":4,""131030303041"":4,""130510042102"":4,""131030304022"":4,""130510029003"":4,""040131032081"":4,""130510110033"":4,""130510110051"":4,""131350503112"":4,""130519800001"":4,""130510039002"":4,""130510042104"":4,""450539503003"":4,""130299203051"":4,""130510042101"":4,""401310505011"":4,""391535105004"":4,""130510040015"":4,""132679503003"":4,""130510111082"":4,""130510106014"":4,""130510042085"":4,""CA:24660219"":4,""130510115002"":4,""132099502001"":4,""130510042084"":4,""130510042112"":4,""120990002103"":4,""450130021032"":4,""130510030001"":4,""131790105021"":4,""131030302022"":4,""131171301032"":4,""200910535021"":4,""120890502021"":4,""130510108022"":4,""130510110034"":4,""130510108033"":4,""130510106013"":4,""133039505001"":4,""130510037001"":4,""130311104031"":4,""130510108064"":4,""360050403041"":4,""130510042103"":4,""130510110061"":4,""130510109011"":4,""130311104012"":4,""130510108034"":4,""130510101023"":4,""130311101002"":4,""130510042081"":4,""121010320111"":4,""130510020002"":4,""130510034003"":4,""130890212151"":4,""130299203032"":4,""130510110054"":4,""130311105003"":4,""130510034001"":4,""131790106002"":4,""130510034004"":4,""130510108063"":4,""130510039001"":4,""060374319002"":4,""130510042123"":4,""130510102003"":4,""130510108073"":4,""450510516032"":4,""130039602003"":4,""131030303011"":4,""130510108012"":4,""130510042113"":4,""130510021001"":4,""130510042072"":4,""130510106051"":4,""360595218021"":4,""132150115004"":4,""130510022002"":4,""130510042114"":4,""130510111061"":4,""130510111081"":4,""130339504001"":4,""130510039003"":4,""130510040021"":4,""130510110052"":4,""130510001001"":4,""131790101011"":4,""130019503002"":4,""220510242022"":4,""130510106031"":4,""130510044001"":4,""130510035013"":4,""130510101012"":4,""130510106011"":4,""482012323012"":4}","{""US"":750}",13067,10.0,"{""<5"":17,""5-10"":651,""11-20"":256,""21-60"":152,""61-120"":29,""121-240"":19,"">240"":17}","{""Chick-fil-A"":8,""McDonald's"":8,""Piercing Pagoda"":7,""Walmart"":6,""Parker's Corp"":4,""Enmarket"":4,""BP"":4,""Kroger"":3,""Taco Bell"":3,""Chevron"":3,""Shell Oil"":3,""CVS"":2,""T.J. Maxx"":2,""Wendy's"":2,""Burger King"":2,""Sam's Club"":2,""Kroger Fuel Center"":2,""Publix Super Markets"":2,""Dunkin'"":2,""Target"":2}","{""McDonald's"":64,""Walmart"":61,""Chick-fil-A"":57,""Parker's Corp"":42,""Shell Oil"":38,""Enmarket"":35,""CVS"":33,""Piercing Pagoda"":33,""BP"":31,""Kroger"":30,""Zaxby's"":30,""Wendy's"":29,""Taco Bell"":28,""Chevron"":25,""Publix Super Markets"":25,""Dollar General"":25,""Kroger Fuel Center"":23,""Target"":23,""Subway"":23,""Burger King"":22}","[5,5,6,7,10,9,53,113,135,153,148,125,113,118,90,102,111,109,82,60,22,6,6,5]","{""Monday"":134,""Tuesday"":146,""Wednesday"":184,""Thursday"":186,""Friday"":164,""Saturday"":161,""Sunday"":166}","{""android"":280,""ios"":474}"
zzy-222@8g8-4hp-5zz,,SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',Dunkin',Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,32.662603,-83.73879,239 N Highway,Byron,GA,31008,,"Snacks,Counter Service,Dessert,Donut Shop,Coffee Shop",2021-01,,2019-09,POLYGON,"POLYGON ((-83.73856680153797 32.662619, -83.73857723621342 32.66256326854391, -83.73860751882104 32.66251299247105, -83.7386546850882 32.66247309315372, -83.73871411805206 32.6624474762151, -83.73878 32.66243864921962, -83.73884588194795 32.6624474762151, -83.7389053149118 32.66247309315372, -83.73895248117897 32.66251299247105, -83.7389827637866 32.66256326854391, -83.73899319846204 32.662619, -83.7389827637866 32.662674731456086, -83.73895248117897 32.66272500752895, -83.7389053149118 32.66276490684628, -83.73884588194795 32.6627905237849, -83.73878 32.66279935078038, -83.73871411805206 32.6627905237849, -83.7386546850882 32.66276490684628, -83.73860751882104 32.66272500752895, -83.73857723621342 32.662674731456086, -83.73856680153797 32.662619))",OWNED_POLYGON,,false,,true,,US,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,2205,1391,"[94,78,117,85,1,56,89,88,93,98,88,0,65,57,78,85,102,89,0,77,83,80,91,89,117,1,70,65,80,89]",132250401022,"{""132250401021"":73,""132250401023"":70,""130790702013"":51,""131530201092"":50,""132250401022"":34,""130210135041"":31,""130790702022"":30,""130210135043"":29,""130210135044"":29,""131530211132"":28,""130210135042"":28,""132250401024"":27,""130210136031"":23,""132250401011"":22,""132250402001"":22,""131690303012"":19,""130210136041"":18,""131530212011"":18,""131530212023"":16,""131530214004"":15,""131530201091"":15,""131530211133"":13,""131530201061"":13,""131530211131"":11,""130790702021"":10,""130790702012"":9,""132250404002"":9,""130210135031"":9,""132250403021"":8,""130771703052"":8,""370190205081"":8,""131530201083"":8,""131530212012"":7,""132679501002"":7,""131690301031"":7,""131530211081"":7,""130210134071"":6,""131690303021"":6,""130790702011"":6,""131510705021"":6,""132699502001"":6,""131350502131"":6,""131690302002"":6,""131590105003"":6,""132699502002"":6,""130210134112"":6,""130210135021"":6,""132070503022"":6,""132250403011"":5,""131530213003"":5,""132499602001"":5,""130210136043"":5,""131530215001"":5,""040190015001"":5,""132250402002"":5,""131690301042"":5,""130939701001"":5,""131530211082"":5,""130790701001"":5,""130210139002"":4,""132779607002"":4,""130351503003"":4,""130950112001"":4,""130210121023"":4,""121090209023"":4,""210190305003"":4,""121030235002"":4,""120530409063"":4,""130771704061"":4,""131530211033"":4,""130759604002"":4,""130210134072"":4,""130210134101"":4,""131719702001"":4,""132099502002"":4,""131510705022"":4,""131930004002"":4,""130210110002"":4,""360290073042"":4,""132250404001"":4,""131530211072"":4,""130771706031"":4,""470110114012"":4,""132359502001"":4,""130210122002"":4,""121010315071"":4,""010550111003"":4,""132250403012"":4,""470370191151"":4,""131530212021"":4,""131690303022"":4,""132699503003"":4,""130210136052"":4,""132359503001"":4,""130210132012"":4,""132310101002"":4,""131639603005"":4,""131530211051"":4,""132150023001"":4,""210590006003"":4,""130210134102"":4,""131530211034"":4,""130670302191"":4,""130210136042"":4,""130311107001"":4,""131530211032"":4,""121130105022"":4,""130210131012"":4,""133159602001"":4,""131559502001"":4,""131930003002"":4,""011170308002"":4,""131530211074"":4,""130210137001"":4,""131510702023"":4,""131171302041"":4,""121170202023"":4,""132619502001"":4,""130670312051"":4,""131530214003"":4,""130210121021"":4,""121270903061"":4,""131639602001"":4,""450190035003"":4,""131530211043"":4,""131719702003"":4,""130099708002"":4,""290770005021"":4,""131350505431"":4,""132699503002"":4,""260992430002"":4,""450770105012"":4,""130570911031"":4,""130790701002"":4,""130670315082"":4,""131530201053"":4,""132171002013"":4,""132150108012"":4,""130210120002"":4,""470470604033"":4,""131530201082"":4,""120710103041"":4,""120950140001"":4,""401430075232"":4,""130210136064"":4,""131530214001"":4,""131850103021"":4,""130570910073"":4,""131690303023"":4,""130210135022"":4,""130790701003"":4,""131590105005"":4,""131690303011"":4,""130970806031"":4,""131690301041"":4,""131639604004"":4,""121170207042"":4,""131530201081"":4,""131850102022"":4,""131979202002"":4,""131530215002"":4,""130210131011"":4,""133199604002"":4,""131530211044"":4,""130670308002"":4,""131530211031"":4,""132070503012"":4,""132070503011"":4}","{""13225040102"":204,""13021013504"":120,""13153020109"":66,""13079070201"":66,""13153021113"":51,""13079070202"":40,""13021013604"":31,""13153021201"":27,""13225040200"":24,""13021013603"":24,""13153021400"":22,""13169030301"":21,""13225040101"":21,""13153021202"":18,""13153020108"":17,""13153020106"":15,""13269950200"":14,""13153021103"":13,""13225040302"":13,""13153021500"":12,""13169030302"":12,""13153020105"":11,""13021013503"":11,""13079070100"":10,""13269950300"":10,""13153021104"":9,""13225040400"":9,""13169030104"":9,""13153021105"":9,""13021013502"":8,""13225040301"":8,""13021013410"":8,""13169030103"":8,""13153021108"":8,""13261950300"":7,""13153021107"":7,""13207050302"":7,""13021013411"":6,""13021011000"":6,""13227050300"":6,""13153021300"":6,""13249960200"":6,""12109020902"":5,""13151070502"":5,""13235950300"":5,""01081041900"":5,""13067031004"":5,""13035150100"":5,""12039020102"":5,""13169030101"":5,""12073002412"":4,""13193000300"":4,""17177001100"":4,""12101031507"":4,""13067030214"":4,""13095011200"":4,""45011970100"":4,""13159010500"":4,""13169030200"":4,""13319960400"":4,""13159010100"":4,""13319960300"":4,""21019030500"":4,""13095000502"":4,""13163960200"":4,""13193000400"":4,""13209950200"":4,""13021013201"":4,""13117130204"":4,""13021013408"":4,""13021013202"":4,""13021011800"":4,""13021012102"":4,""13021013101"":4,""13135050728"":4,""13277960900"":4,""13313000102"":4,""13081010100"":4,""13267950100"":4,""13021013605"":4,""13219030500"":4,""51001090800"":4,""13135050426"":4,""13215010203"":4,""13031110700"":4,""13207050301"":4,""13153020200"":4,""47011011401"":4,""13277960100"":4,""13277960300"":4,""47093005908"":4,""13139001404"":4,""13091960300"":4,""13315960200"":4,""12117020202"":4,""13255161200"":4,""13023790100"":4,""12086011401"":4,""13051010808"":4,""13057090300"":4,""12095015501"":4,""01109189000"":4,""13021012200"":4,""13261950500"":4,""13077170602"":4,""13207050200"":4,""13235950200"":4,""12095014301"":4,""13163960300"":4,""13217100201"":4,""13057091103"":4,""13067031117"":4,""13113140405"":4,""13135050109"":4,""13121011504"":4,""13021013900"":4,""13261950200"":4,""27009020205"":4,""13171970100"":4,""13135050720"":4,""13163960400"":4,""12119910100"":4,""13215002300"":4,""37007920600"":4,""13289060200"":4,""13021013606"":4,""12095010802"":4,""13097080603"":4,""13171970200"":4,""13151070202"":4,""12127090306"":4,""13321950200"":4,""13171970300"":4,""45079011608"":4,""13185010202"":4,""01017954300"":4}","{""132250401021"":93,""132250401023"":61,""130790702013"":35,""132250401022"":35,""131530201092"":28,""131530211132"":24,""130210135041"":24,""130210135021"":24,""130210135042"":23,""132250401024"":22,""130210136031"":22,""130210135044"":21,""130210137001"":21,""130210135043"":20,""131530212011"":20,""131530201091"":19,""131530212023"":18,""130790702022"":17,""132250402001"":17,""132250401011"":16,""130210136041"":15,""131530201061"":14,""131530214004"":13,""131690303012"":13,""131530211042"":13,""132250403011"":11,""130790701001"":10,""132250404002"":9,""130210139001"":9,""130210139002"":9,""450790119013"":8,""130210134111"":8,""131530211033"":8,""131530211133"":8,""130210135031"":8,""132679502012"":8,""131530211081"":7,""132699502002"":7,""130790702011"":7,""390351772012"":6,""130790702021"":6,""131530211131"":6,""131530206002"":6,""132250403021"":6,""131530215002"":6,""131530210002"":5,""130790702012"":5,""130210136043"":5,""133159602001"":5,""131690303022"":5,""131530201083"":5,""131530213003"":5,""131690303011"":5,""131690301042"":5,""132699503001"":4,""131530211052"":4,""130210135022"":4,""133199604001"":4,""130210121022"":4,""131850102024"":4,""131739501001"":4,""130690106001"":4,""132699502001"":4,""131530212021"":4,""130570911031"":4,""470575004012"":4,""132250404001"":4,""131690301041"":4,""131210103042"":4,""120970408031"":4,""191630137021"":4,""131171302041"":4,""132359502001"":4,""131930002002"":4,""130210134112"":4,""131530214001"":4,""130591507003"":4,""010199561001"":4,""130670315082"":4,""130210126003"":4,""130210136062"":4,""130210134082"":4,""132619503002"":4,""132779609002"":4,""010510303001"":4,""131530203004"":4,""131350504262"":4,""120730024162"":4,""130970806031"":4,""130210132012"":4,""132450109042"":4,""130210136061"":4,""132699503004"":4,""130670308001"":4,""517100009021"":4,""131350506091"":4,""132699503002"":4,""131590105003"":4,""131690303023"":4,""130351501004"":4,""131530212024"":4,""132070502001"":4,""131930001002"":4,""450130022011"":4,""131210018001"":4,""131390016052"":4,""121270826051"":4,""011010054081"":4,""130759604002"":4,""131759514001"":4,""131530211051"":4,""131390014041"":4,""120950108021"":4,""120530410032"":4,""131530211044"":4,""132779603001"":4,""130210121021"":4,""131690301011"":4,""132450102042"":4,""132070503012"":4,""131530214002"":4,""131639603001"":4,""131530201053"":4,""131530206001"":4,""131559502001"":4,""131530202003"":4,""131530215001"":4,""010550111003"":4,""131850103021"":4,""131350502131"":4,""270090201001"":4,""131530211034"":4,""130351503003"":4,""180939513002"":4,""121199101001"":4,""131530212012"":4,""130210125003"":4,""130210134102"":4,""120860114012"":4,""130210136052"":4,""120530409063"":4,""470110114012"":4,""130950004002"":4,""130210136051"":4,""131510702023"":4,""120310137232"":4,""133199604002"":4,""130670302191"":4,""131530209004"":4,""131530211053"":4,""130919603003"":4,""130210136063"":4,""132499602001"":4,""040190020006"":4,""130210126002"":4,""121113818021"":4,""130210108001"":4,""130670302292"":4,""120990055013"":4,""132070503022"":4,""131690301031"":4,""132699503003"":4,""130210132021"":4,""132070503021"":4,""130210121011"":4,""130210138002"":4,""131690302002"":4,""131770203002"":4,""131590105004"":4,""131530215003"":4,""130210134101"":4,""130210134072"":4,""130210121023"":4,""132150010001"":4,""131690303021"":4,""130670304081"":4,""131530202001"":4,""130210136042"":4,""131530214003"":4,""130210134081"":4,""132070503023"":4}","{""US"":1384}",15067,9.0,"{""<5"":54,""5-10"":1276,""11-20"":360,""21-60"":315,""61-120"":63,""121-240"":67,"">240"":70}","{""Shell Oil"":8,""Flash Foods"":7,""Chick-fil-A"":6,""McDonald's"":6,""Dollar General"":5,""Walmart"":5,""Dollar Tree"":4,""Kroger Fuel Center"":3,""Starbucks"":3,""Chevron"":3,""Zaxby's"":3,""Subway"":3,""Wendy's"":2,""Publix Super Markets"":2,""CVS"":2,""Kroger"":2,""Buc-ee's"":2,""Burger King"":2,""Dairy Queen"":2,""Love's Travel Stops and Country Stores"":2}","{""Chick-fil-A"":67,""McDonald's"":62,""Walmart"":62,""Shell Oil"":52,""Dollar General"":51,""Zaxby's"":49,""Flash Foods"":47,""Kroger Fuel Center"":41,""Wendy's"":37,""Burger King"":35,""CVS"":33,""Subway"":33,""Publix Super Markets"":32,""Starbucks"":32,""Kroger"":30,""Waffle House"":28,""Dairy Queen"":28,""Chevron"":26,""Taco Bell"":25,""Lowe's"":24}","[1,1,3,6,6,14,78,188,151,160,141,203,291,267,210,193,209,254,267,229,199,175,57,10]","{""Monday"":268,""Tuesday"":294,""Wednesday"":420,""Thursday"":436,""Friday"":406,""Saturday"":379,""Sunday"":2}","{""android"":519,""ios"":873}"
